Name,PlayerDOB,TotalRuns,Balls,StrikeRate,Fours,Sixes,Outs,NotOuts,FiftyPlusRuns,Centuries,HighestScore,BattingAverage,Nation,BattingStyle,TotalRunsConceded,DotBallsBowled,BowlingAverage,BowlingStrikeRate,EconomyRate,OversBowled,FoursConceded,SixesConceded,Wickets,BBIW,BBMW,Maidens,FourWickets,FiveWickets,BallsBowled,TeamCode,TeamName,Innings,Matches,Nationality,RightHandedBat
David Warner,27-10-1986,562.0,359.0,156.54,65.0,21.0,13.0,1.0,7.0,0.0,91,43.23,Australia,lhb,,,,,,,,,,,,,,,,SRH,Sunrisers Hyderabad,14.0,14.0,Overseas,False
Lendl Simmons,25-1-1985,540.0,441.0,122.44,56.0,21.0,12.0,1.0,6.0,0.0,71,45.0,West Indies,rhb,,,,,,,,,,,,,,,,MI,Mumbai Indians,13.0,13.0,Overseas,True
Ajinkya Rahane,6-6-1988,540.0,413.0,130.75,53.0,13.0,11.0,2.0,4.0,0.0,91*,49.09,India,rhb,,,,,,,,,,,,,,,,RR,Rajasthan Royals,13.0,14.0,Indian,True
AB de Villiers,17-2-1984,513.0,293.0,175.08,60.0,22.0,11.0,3.0,2.0,1.0,133*,46.63,South Africa,rhb,,,,,,,,,,,,,,,,RCB,Royal Challengers Bangalore,14.0,16.0,Overseas,True
Virat Kohli,5-11-1988,505.0,386.0,130.82,35.0,23.0,11.0,5.0,3.0,0.0,82*,45.9,India,rhb,,,,,,,,,,,,,,,,RCB,Royal Challengers Bangalore,16.0,16.0,Indian,True
Chris Gayle,21-9-1979,491.0,333.0,147.44,39.0,38.0,12.0,2.0,2.0,1.0,117,40.91,West Indies,lhb,,,,,,,,,,,,,,,,RCB,Royal Challengers Bangalore,14.0,14.0,Overseas,False
Rohit Sharma,30-4-1987,482.0,333.0,144.74,41.0,21.0,14.0,2.0,3.0,0.0,98*,34.42,India,rhb,,,,,,,,,,,,,,,,MI,Mumbai Indians,16.0,16.0,Indian,True
Shreyas Iyer,6-12-1994,439.0,342.0,128.36,41.0,21.0,13.0,1.0,4.0,0.0,83,33.76,India,rhb,,,,,,,,,,,,,,,,DC,Delhi Capitals,14.0,14.0,Indian,True
Brendon McCullum,27-9-1981,436.0,280.0,155.71,51.0,23.0,13.0,1.0,2.0,1.0,100*,33.53,New Zealand,rhb,,,,,,,,,,,,,,,,CSK,Chennai Super Kings,14.0,14.0,Overseas,True
Kieron Pollard,12-5-1987,419.0,256.0,163.67,28.0,28.0,11.0,3.0,2.0,0.0,70,38.09,West Indies,rhb,120.0,14.0,40.0,25.33,9.47,12,28.0,28.0,3.0,4/44,4/44,0.0,0.0,0.0,72.0,MI,Mumbai Indians,14.0,16.0,Overseas,True
JP Duminy,14-4-1984,414.0,315.0,131.42,27.0,20.0,10.0,3.0,4.0,0.0,78*,41.4,South Africa,lhb,126.0,33.0,15.75,12.75,7.41,17,27.0,20.0,8.0,4/17,4/17,0.0,1.0,0.0,102.0,DC,Delhi Capitals,13.0,14.0,Overseas,False
Dwayne Smith,12-4-1983,399.0,335.0,119.1,52.0,16.0,16.0,0.0,2.0,0.0,62,24.93,West Indies,rhb,17.0,4.0,17.0,12.0,8.5,2,52.0,16.0,1.0,4/8,4/8,0.0,0.0,0.0,12.0,CSK,Chennai Super Kings,16.0,16.0,Overseas,True
Faf du Plessis,13-7-1984,380.0,304.0,125.0,37.0,5.0,13.0,2.0,1.0,0.0,55,29.23,South Africa,rhb,,,,,,,,,,,,,,,,CSK,Chennai Super Kings,15.0,17.0,Overseas,True
Suresh Raina,27-11-1986,374.0,304.0,123.02,31.0,16.0,15.0,2.0,2.0,0.0,62,24.93,India,lhb,93.0,24.0,46.5,36.0,7.75,12,31.0,16.0,2.0,2/0,2/0,0.0,0.0,0.0,72.0,CSK,Chennai Super Kings,17.0,17.0,Indian,False
MS Dhoni,7-7-1981,372.0,305.0,121.96,27.0,17.0,12.0,5.0,1.0,0.0,53,31.0,India,rhb,,,,,,,,,,,,,,,,CSK,Chennai Super Kings,17.0,17.0,Indian,True
Robin Uthappa,11-11-1985,364.0,277.0,131.4,42.0,7.0,12.0,1.0,1.0,0.0,80*,30.33,India,rhb,,,,,,,,,,,,,,,,KKR,Kolkata Knight Riders,13.0,13.0,Indian,True
David Miller,10-6-1989,357.0,266.0,134.21,21.0,21.0,11.0,2.0,2.0,0.0,89*,32.45,South Africa,lhb,,,,,,,,,,,,,,,,PBKS,Punjab Kings,13.0,13.0,Overseas,False
Shikhar Dhawan,5-12-1985,353.0,286.0,123.42,45.0,6.0,13.0,1.0,3.0,0.0,54,27.15,India,lhb,,,,,,,,,,,,,,,,SRH,Sunrisers Hyderabad,14.0,14.0,Indian,False
Shane Watson,17-6-1981,347.0,257.0,135.01,37.0,14.0,8.0,1.0,1.0,1.0,104*,43.37,Australia,rhb,269.0,62.0,44.83,29.0,9.27,29,37.0,14.0,6.0,4/29,4/29,1.0,0.0,0.0,174.0,RR,Rajasthan Royals,9.0,10.0,Overseas,True
