BowlerName,RightHandedBat,Nationality,TeamCode,TeamName,Matches,CompetitionID,Innings,TeamID,BowlerID,LegalBallsBowled,TotalRunsConceded,DotBallsBowled,DotBallPercent,ScoringBallsBowled,BowlingAverage,StrikeRate,BowlingSR,BoundaryPercentage,BoundaryFrequency,EconomyRate,OversBowled,Ones,Twos,Threes,Fours,Sixes,Wides,NoBalls,Byes,LegBye,Wickets,InningsWickets,MatchRuns,MatchWickets,BBIW,BBMW,Maidens,MaidenWickets,FourWickets,FiveWickets,TenWickets,Hattricks
RP Singh,,,DEC,Deccan Chargers,16,,16,,0,,417,172,,,18.13,15.56,15.56,,,6.98,59,,,,0,0,,,,,23,,,,4/22,4/22,1,,1,0,,0
Anil Kumble,,,RCB,Royal Challengers Bangalore,16,,16,,0,,347,138,,,16.52,16.90,16.90,,,5.86,59,,,,2,0,,,,,21,,,,5/5,5/5,1,,1,1,,0
Pragyan Ojha,,,DEC,Deccan Chargers,15,,15,,459,,348,108,,,19.33,17.83,17.83,,,6.50,53,,,,0,0,,,,,18,,,,3/11,3/11,0,,0,0,,0
Lasith Malinga,,,MI,Mumbai Indians,13,,13,,167,,312,144,,,17.33,16.50,16.50,,,6.30,49,,,,0,0,,,,,18,,,,5/13,5/13,2,,0,0,,0
Irfan Pathan,,,PBKS,Punjab Kings,14,,14,,458,,390,121,,,22.94,17.76,17.76,,,7.74,50,,,,17,6,,,,,17,,,,3/24,3/24,1,,0,0,,0
Munaf Patel,,,RR,Rajasthan Royals,11,,11,,460,,241,110,,,15.06,13.06,13.06,,,6.91,35,,,,5,0,,,,,16,,,,5/21,5/21,1,,0,0,,0
Shane Warne,,,RR,Rajasthan Royals,13,,13,,0,,365,110,,,26.07,21.42,21.42,,,7.30,50,,,,6,4,,,,,14,,,,4/21,4/21,0,,0,0,,0
Muttiah Muralitharan,,,CSK,Chennai Super Kings,13,,13,,492,,261,146,,,18.64,21.42,21.42,,,5.22,50,,,,1,0,,,,,14,,,,3/11,3/11,1,,0,0,,0
Amit Mishra,,,DC,Delhi Capitals,11,,11,,107,,294,100,,,21.00,18.07,18.07,,,6.97,42,,,,2,2,,,,,14,,,,5/17,5/17,1,,0,0,,0
Yusuf Abdulla,,,PBKS,Punjab Kings,9,,9,,0,,241,75,,,17.21,12.00,12.00,,,8.60,28,,,,0,0,,,,,14,,,,4/31,4/31,1,,2,0,,0
Lakshmipathy Balaji,,,CSK,Chennai Super Kings,13,,13,,0,,316,70,,,24.30,17.23,17.23,,,8.46,37,,,,0,0,,,,,13,,,,5/24,5/24,0,,1,0,,0
Praveen Kumar,,,RCB,Royal Challengers Bangalore,13,,13,,0,,394,121,,,30.30,22.92,22.92,,,7.93,49,,,,1,6,,,,,13,,,,3/18,3/18,1,,0,0,,0
Shadab Jakati,,,CSK,Chennai Super Kings,9,,8,,0,,217,63,,,16.69,13.38,13.38,,,7.48,29,,,,3,0,,,,,13,,,,4/22,4/22,0,,2,0,,0
Albie Morkel,,,CSK,Chennai Super Kings,12,,12,,481,,324,101,,,24.92,18.46,18.46,,,8.10,40,,,,8,4,,,,,13,,,,4/32,4/32,1,,0,0,,0
